0,00
1,100100
2,100010
3,1110001
4,1011111
5,10101011
6,11100001
7,010011001
8,10011010
9,0101110110
10,11111111
11,1000110000
12,100011011
13,1101001101
14,11010001011
15,10001100100
16,1001100
17,1110010
18,1111100
19,011101001
20,1011110010
21,0100100000
22,1100100110
23,01110101010
24,11110110
25,0111010001
26,1111011100
27,10110110100
28,1100101101
29,11110100001
30,1111110000
31,1110011001
32,011000
33,11010000
34,010011100
35,01100111011
36,11111011
37,10010110
38,01110101101
39,1101001100
40,0100110000
41,1110011000
42,101101100
43,10110110111
44,010110
45,11110101
46,01111010
47,11010110
48,011111
49,010000
50,011100
51,100111
52,0110010
53,01010000
54,0101001
55,110011
56,1001010
57,01111011
58,11011
59,11101
60,1001101101
61,0111100
62,100011001011
63,0101000111
64,1101010
65,0111010000
66,1101001111
67,010111010
68,0100101
69,010011011
70,111001111
71,0100100010
72,100011010
73,111000000
74,1101001110
75,100011001010
76,110010111
77,1011100010
78,0111010111
79,111001110
80,101101010
81,011001111100
82,0111010100
83,101111011
84,11111010
85,1011110011
86,100011000101
87,0110011111011
88,1110011011
89,110100010001
90,011001111111
91,111111010000
92,10110110110
93,0110011111010
94,010011010011
95,010001
96,110010010
97,110001
98,10110111
99,0101111
100,111100
101,011011
102,01001001
103,0111011
104,11001010
105,101100
106,10110101101000
107,111101111
108,110000
109,1011101
110,101011
111,100000
112,1010100
113,1101000111
114,100001
115,011010
116,10100
117,1000111
118,10111001
119,1111110011
120,11111110
121,11010111
122,1110011010
123,110100010000
124,101110000111
125,1011100001000
126,111111010011
127,01110101100
128,010101
129,0101000100
130,111111010010
131,110100010011
132,01001101000
133,100011000100
134,101110000110
135,111111011101
136,11010001010
137,01100110
138,111111011100
139,0110011100101
140,011001111110
141,1011100001011
142,110100010010
143,101110000001
144,01011100
145,1011110001
146,101101001
147,101110000000
148,0101000101
149,111000001001
150,10110101100
151,011001111001
152,1110000011
153,0110011100100
154,11111101010
155,100011000111
156,01100111010
157,01001000111
158,111111011111
159,010011010010
160,110100101
161,1111010001
162,11001000
163,011001111000
164,0101110111
165,10111000010011
166,1011110000
167,010010000101
168,1111110010
169,0110011100111
170,010011000101
171,111111011110
172,11001001111
173,101110000011
174,100011000110
175,1011100001010
176,0100111011
177,010011000100
178,0110011100110
179,10111000010010
180,01010001101
181,010011000111
182,101110000010
183,111111011001
184,01001000110
185,101110001101
186,1111110100011
187,1011011010101
188,101111010
189,101110001100
190,111111011000
191,100101111
192,101101000
193,0110011100001
194,010010000100
195,101110001111
196,01010001100
197,1011011010100
198,1011011010111
199,01001000011
200,100101110101
201,100101110100
202,101110001110
203,11110111010001
204,11110111011
205,1011011010110
206,1111110100010
207,0110011100000
208,01001111
209,1111110101101
210,111101001
211,11110111010000
212,1001101100
213,111111011011
214,10001100111
215,111111011010
216,1101000110
217,0110011100011
218,10110101101001
219,111111000101
220,1001011100
221,1111110101100
222,1111110101111
223,1100100111001
224,100110111
225,11110100000
226,11100000101
227,01001101011
228,01001101010
229,0110011100010
230,101101011011
231,111111000100
232,0100111010
233,1111110101110
234,011101010111
236,1101001001
237,111111000111
238,1100100111000
239,0111010101101
240,1011010111
241,1100101100
242,1111011101001
243,111111000110
244,10001100110
245,011001111011
246,111101110101
247,011001111010
248,1101001000
249,111000001000
250,110010011101
251,1011010110101
252,10010111011
253,010011000110
254,0111010101100
255,10101010
